OBJECTID,X,Y,Z
784,-183718,-2322079,984.450341
785,-184093,-2324030,978.5594744
786,-184133,-2324027,978.5782102
787,-184188,-2324000,978.4739063
788,-184514,-2323884,979.1715376
789,-184494,-2324043,981.0259209
790,-184643,-2323244,976.9086071
791,-184622,-2322975,978.2211699
792,-184317,-2322122,989.6416619
793,-184244,-2322128,988.8744895
794,-184220,-2322130,988.7185789
795,-184204,-2322131,988.8355509
796,-184268,-2322216,988.3168332
797,-184284,-2322417,985.075603
798,-184250,-2322510,984.0601622
799,-184234,-2322511,983.8955282
800,-184185,-2322515,983.6721726
801,-184324,-2322819,979.0662307
802,-184307,-2322820,978.8177419
803,-184239,-2322781,978.7138109
804,-184175,-2323011,975.9301065
805,-184065,-2323065,974.8405917
806,-183998,-2323047,975.4605107
807,-183160,-2322889,974.2828709
808,-183163,-2322708,976.5078157
809,-183180,-2322932,974.4333177
810,-183181,-2323247,973.6566288
811,-183158,-2323789,970.7740557
812,-184378,-2323197,974.9058074
813,-184330,-2323314,972.4450272
814,-184290,-2323317,973.5492144
815,-184284,-2323452,973.7711098
816,-184291,-2323542,973.828125
817,-184329,-2323809,976.7967539
818,-184352,-2324100,980.9139144
819,-181603,-2324294,994.7823031
820,-181575,-2324138,993.0895392
821,-181537,-2324074,992.4679008
822,-181464,-2324079,993.6575397
